source_iso2,target_iso2,weight,shared_elements
MR,SA,4,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;7d14e3c4-30d7-4894-baa8-e6956a9ecba6;6d8dce5e-c21d-4662-910c-24c58ed6e39f
MR,SD,4,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;7d14e3c4-30d7-4894-baa8-e6956a9ecba6;6d8dce5e-c21d-4662-910c-24c58ed6e39f
MR,YE,4,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;7d14e3c4-30d7-4894-baa8-e6956a9ecba6;6d8dce5e-c21d-4662-910c-24c58ed6e39f
OM,PS,4,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f;bead3bc0-2445-4e15-9e36-66a5a33a4fc9
OM,TN,4,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f;bead3bc0-2445-4e15-9e36-66a5a33a4fc9
PS,SD,4,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;7d14e3c4-30d7-4894-baa8-e6956a9ecba6;6d8dce5e-c21d-4662-910c-24c58ed6e39f
PS,YE,4,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;7d14e3c4-30d7-4894-baa8-e6956a9ecba6;6d8dce5e-c21d-4662-910c-24c58ed6e39f
SA,SD,4,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;7d14e3c4-30d7-4894-baa8-e6956a9ecba6;6d8dce5e-c21d-4662-910c-24c58ed6e39f
SA,YE,4,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;7d14e3c4-30d7-4894-baa8-e6956a9ecba6;6d8dce5e-c21d-4662-910c-24c58ed6e39f
SD,TN,4,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;7d14e3c4-30d7-4894-baa8-e6956a9ecba6;6d8dce5e-c21d-4662-910c-24c58ed6e39f
SD,YE,4,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;7d14e3c4-30d7-4894-baa8-e6956a9ecba6;6d8dce5e-c21d-4662-910c-24c58ed6e39f
TJ,TR,4,0a4b0d89-b2ff-4c63-877a-d0aa7099fc8c;dca385eb-fc21-410a-827b-e111344958ba;fcd7a93d-fb62-4ae8-a5d6-950a20e1bb97;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
TN,YE,4,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;7d14e3c4-30d7-4894-baa8-e6956a9ecba6;6d8dce5e-c21d-4662-910c-24c58ed6e39f
AD,ES,3,7335552f-7665-4b29-b596-c762a2d6f961;9fa600ce-5ecf-4b19-9464-00052ab2eecb;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
AE,EG,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
AE,SD,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
AE,SY,3,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;17f3a899-b347-46b8-ab07-3dc10281b914;bead3bc0-2445-4e15-9e36-66a5a33a4fc9
AE,YE,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
AF,TJ,3,dca385eb-fc21-410a-827b-e111344958ba;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef;457751d5-74b0-45c0-bb9d-ad3b4258288d
AF,UZ,3,dca385eb-fc21-410a-827b-e111344958ba;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef;457751d5-74b0-45c0-bb9d-ad3b4258288d
AT,BE,3,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;d0536760-ba45-4308-be32-74154c693cac;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
AT,CZ,3,10a0019b-0c61-4561-97dc-11fe8bd12aad;75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;da4d32f6-6d6c-492f-8f9b-621c8f039c60
AT,HU,3,10a0019b-0c61-4561-97dc-11fe8bd12aad;75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;a04c3e78-59da-4f7e-aaae-4194282fe749
AT,LU,3,9fa600ce-5ecf-4b19-9464-00052ab2eecb;d0536760-ba45-4308-be32-74154c693cac;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
AT,SK,3,10a0019b-0c61-4561-97dc-11fe8bd12aad;75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;a04c3e78-59da-4f7e-aaae-4194282fe749
AZ,KG,3,d9ea2e64-e78f-4760-bb88-5ee020420760;0a4b0d89-b2ff-4c63-877a-d0aa7099fc8c;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
AZ,TM,3,0a4b0d89-b2ff-4c63-877a-d0aa7099fc8c;dca385eb-fc21-410a-827b-e111344958ba;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
BE,HR,3,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;0757c111-b673-492b-b13e-0ff879712f17;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
BE,LU,3,458698c4-161b-4ec5-99b1-9b9d0cfb01f6;d0536760-ba45-4308-be32-74154c693cac;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
BH,EG,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
BH,MA,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
BH,MR,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
BH,PS,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
BH,QA,3,ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f;17f3a899-b347-46b8-ab07-3dc10281b914
BH,SD,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
BH,TN,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
BH,YE,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
CH,IT,3,a483aedb-ae87-43d7-ad9f-23cb8087cb0b;d0536760-ba45-4308-be32-74154c693cac;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
CY,GR,3,52dcb3e1-37dc-4bb8-843c-67be400d7a0e;9d64ef02-94fb-47fd-b385-966e2c62eb0a;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
CY,HR,3,52dcb3e1-37dc-4bb8-843c-67be400d7a0e;0757c111-b673-492b-b13e-0ff879712f17;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
CY,IT,3,52dcb3e1-37dc-4bb8-843c-67be400d7a0e;0757c111-b673-492b-b13e-0ff879712f17;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
CZ,ES,3,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;da4d32f6-6d6c-492f-8f9b-621c8f039c60;e4f84e99-d1ab-4737-96af-ab446ae5365e
CZ,HU,3,10a0019b-0c61-4561-97dc-11fe8bd12aad;75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;e4f84e99-d1ab-4737-96af-ab446ae5365e
CZ,SK,3,f3cd1164-6f6c-4bfc-abed-d7d3d459986a;10a0019b-0c61-4561-97dc-11fe8bd12aad;75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
DE,ES,3,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;da4d32f6-6d6c-492f-8f9b-621c8f039c60;e4f84e99-d1ab-4737-96af-ab446ae5365e
DE,FR,3,b272131f-8e6f-4fc6-9eb1-3ff3fd3464e9;75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;e4f84e99-d1ab-4737-96af-ab446ae5365e
DE,HU,3,10a0019b-0c61-4561-97dc-11fe8bd12aad;75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;e4f84e99-d1ab-4737-96af-ab446ae5365e
DZ,EG,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;7d14e3c4-30d7-4894-baa8-e6956a9ecba6;6d8dce5e-c21d-4662-910c-24c58ed6e39f
DZ,IQ,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;7d14e3c4-30d7-4894-baa8-e6956a9ecba6;6d8dce5e-c21d-4662-910c-24c58ed6e39f
DZ,PS,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;7d14e3c4-30d7-4894-baa8-e6956a9ecba6;6d8dce5e-c21d-4662-910c-24c58ed6e39f
DZ,SA,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;7d14e3c4-30d7-4894-baa8-e6956a9ecba6;6d8dce5e-c21d-4662-910c-24c58ed6e39f
DZ,SD,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;7d14e3c4-30d7-4894-baa8-e6956a9ecba6;6d8dce5e-c21d-4662-910c-24c58ed6e39f
DZ,YE,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;7d14e3c4-30d7-4894-baa8-e6956a9ecba6;6d8dce5e-c21d-4662-910c-24c58ed6e39f
EG,JO,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
EG,KW,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
EG,OM,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
ES,GR,3,52dcb3e1-37dc-4bb8-843c-67be400d7a0e;9fa600ce-5ecf-4b19-9464-00052ab2eecb;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
ES,PT,3,52dcb3e1-37dc-4bb8-843c-67be400d7a0e;75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;9369134f-e452-4934-8dbc-129c77a8cc8a
FR,LU,3,458698c4-161b-4ec5-99b1-9b9d0cfb01f6;9fa600ce-5ecf-4b19-9464-00052ab2eecb;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
GR,HR,3,52dcb3e1-37dc-4bb8-843c-67be400d7a0e;9fa600ce-5ecf-4b19-9464-00052ab2eecb;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
GR,IT,3,52dcb3e1-37dc-4bb8-843c-67be400d7a0e;9fa600ce-5ecf-4b19-9464-00052ab2eecb;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
HU,SK,3,10a0019b-0c61-4561-97dc-11fe8bd12aad;75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;a04c3e78-59da-4f7e-aaae-4194282fe749
IQ,QA,3,ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f;17f3a899-b347-46b8-ab07-3dc10281b914
IR,TM,3,01985e61-2c99-4f2b-8578-80f8481cef9f;dca385eb-fc21-410a-827b-e111344958ba;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
JO,MA,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
JO,SD,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
JO,YE,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
KG,UZ,3,0a4b0d89-b2ff-4c63-877a-d0aa7099fc8c;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef;7f711805-1178-48fd-b3a1-b4b89a0cd37c
KW,MA,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
KW,MR,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
KW,PS,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
KW,SD,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
KW,TN,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
KW,YE,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
KZ,UZ,3,0a4b0d89-b2ff-4c63-877a-d0aa7099fc8c;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef;7f711805-1178-48fd-b3a1-b4b89a0cd37c
MA,OM,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
MA,QA,3,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
MR,OM,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
OM,SD,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
OM,YE,3,5de032de-fad4-4b2c-9d76-9091cdc96e53;ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
SA,SY,3,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;17f3a899-b347-46b8-ab07-3dc10281b914;bead3bc0-2445-4e15-9e36-66a5a33a4fc9
TJ,TM,3,0a4b0d89-b2ff-4c63-877a-d0aa7099fc8c;dca385eb-fc21-410a-827b-e111344958ba;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
TM,TR,3,0a4b0d89-b2ff-4c63-877a-d0aa7099fc8c;dca385eb-fc21-410a-827b-e111344958ba;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
TM,UZ,3,0a4b0d89-b2ff-4c63-877a-d0aa7099fc8c;dca385eb-fc21-410a-827b-e111344958ba;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
AD,AT,2,9fa600ce-5ecf-4b19-9464-00052ab2eecb;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
AD,GR,2,9fa600ce-5ecf-4b19-9464-00052ab2eecb;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
AD,HR,2,9fa600ce-5ecf-4b19-9464-00052ab2eecb;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
AD,IT,2,9fa600ce-5ecf-4b19-9464-00052ab2eecb;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
AD,LU,2,9fa600ce-5ecf-4b19-9464-00052ab2eecb;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
AE,DZ,2,5de032de-fad4-4b2c-9d76-9091cdc96e53;6d8dce5e-c21d-4662-910c-24c58ed6e39f
AF,AZ,2,dca385eb-fc21-410a-827b-e111344958ba;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
AF,TM,2,dca385eb-fc21-410a-827b-e111344958ba;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
AF,TR,2,dca385eb-fc21-410a-827b-e111344958ba;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
AT,GR,2,9fa600ce-5ecf-4b19-9464-00052ab2eecb;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
AT,IE,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
AT,NL,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;d0536760-ba45-4308-be32-74154c693cac
AT,PL,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;da4d32f6-6d6c-492f-8f9b-621c8f039c60
AT,RO,2,a04c3e78-59da-4f7e-aaae-4194282fe749;9fa600ce-5ecf-4b19-9464-00052ab2eecb
AT,SI,2,a04c3e78-59da-4f7e-aaae-4194282fe749;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
BE,CH,2,d0536760-ba45-4308-be32-74154c693cac;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
BE,CY,2,0757c111-b673-492b-b13e-0ff879712f17;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
BE,DE,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;d0536760-ba45-4308-be32-74154c693cac
BE,ES,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
BE,IE,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
BE,NL,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;d0536760-ba45-4308-be32-74154c693cac
BH,DZ,2,5de032de-fad4-4b2c-9d76-9091cdc96e53;6d8dce5e-c21d-4662-910c-24c58ed6e39f
BN,ID,2,86f5d1f3-727d-4f33-8b15-528a6949bdcb;7aafac7c-017c-467a-a25e-4301739e7bf4
BN,MY,2,86f5d1f3-727d-4f33-8b15-528a6949bdcb;7aafac7c-017c-467a-a25e-4301739e7bf4
CH,DE,2,b272131f-8e6f-4fc6-9eb1-3ff3fd3464e9;d0536760-ba45-4308-be32-74154c693cac
CH,LU,2,d0536760-ba45-4308-be32-74154c693cac;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
CY,ES,2,52dcb3e1-37dc-4bb8-843c-67be400d7a0e;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
CY,FR,2,0757c111-b673-492b-b13e-0ff879712f17;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
CY,LU,2,3d48128e-f684-44e4-a15b-75a5b32b6d6f;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
CY,SI,2,3d48128e-f684-44e4-a15b-75a5b32b6d6f;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
CZ,FR,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;e4f84e99-d1ab-4737-96af-ab446ae5365e
CZ,PL,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;da4d32f6-6d6c-492f-8f9b-621c8f039c60
DE,IT,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;d0536760-ba45-4308-be32-74154c693cac
DE,KG,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;3d48128e-f684-44e4-a15b-75a5b32b6d6f
DE,LU,2,3d48128e-f684-44e4-a15b-75a5b32b6d6f;d0536760-ba45-4308-be32-74154c693cac
DE,NL,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;d0536760-ba45-4308-be32-74154c693cac
DE,PL,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;da4d32f6-6d6c-492f-8f9b-621c8f039c60
DE,SK,2,10a0019b-0c61-4561-97dc-11fe8bd12aad;75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
DJ,SO,2,c35c8185-3f94-4746-b4f2-d78b0d55c51f;4b2ae2b6-6295-4765-95d5-6efd3459ef4d
DZ,JO,2,5de032de-fad4-4b2c-9d76-9091cdc96e53;6d8dce5e-c21d-4662-910c-24c58ed6e39f
DZ,KW,2,5de032de-fad4-4b2c-9d76-9091cdc96e53;6d8dce5e-c21d-4662-910c-24c58ed6e39f
DZ,OM,2,5de032de-fad4-4b2c-9d76-9091cdc96e53;6d8dce5e-c21d-4662-910c-24c58ed6e39f
EG,QA,2,ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
ES,HU,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;e4f84e99-d1ab-4737-96af-ab446ae5365e
ES,IE,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
ES,LU,2,9fa600ce-5ecf-4b19-9464-00052ab2eecb;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
ES,MA,2,52dcb3e1-37dc-4bb8-843c-67be400d7a0e;75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
ES,PL,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;da4d32f6-6d6c-492f-8f9b-621c8f039c60
FR,GR,2,9fa600ce-5ecf-4b19-9464-00052ab2eecb;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
FR,HU,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;e4f84e99-d1ab-4737-96af-ab446ae5365e
FR,IE,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
GR,LU,2,9fa600ce-5ecf-4b19-9464-00052ab2eecb;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
HR,HU,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;a04c3e78-59da-4f7e-aaae-4194282fe749
HR,IE,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
HR,LU,2,9fa600ce-5ecf-4b19-9464-00052ab2eecb;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
HR,MA,2,52dcb3e1-37dc-4bb8-843c-67be400d7a0e;75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HR,PT,2,52dcb3e1-37dc-4bb8-843c-67be400d7a0e;75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
HR,RO,2,a04c3e78-59da-4f7e-aaae-4194282fe749;9fa600ce-5ecf-4b19-9464-00052ab2eecb
HR,SI,2,a04c3e78-59da-4f7e-aaae-4194282fe749;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
HR,SK,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;a04c3e78-59da-4f7e-aaae-4194282fe749
HU,IT,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;a04c3e78-59da-4f7e-aaae-4194282fe749
ID,MY,2,86f5d1f3-727d-4f33-8b15-528a6949bdcb;7aafac7c-017c-467a-a25e-4301739e7bf4
IE,IT,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
IQ,SY,2,17f3a899-b347-46b8-ab07-3dc10281b914;bead3bc0-2445-4e15-9e36-66a5a33a4fc9
IR,KG,2,d9ea2e64-e78f-4760-bb88-5ee020420760;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IR,KZ,2,d9ea2e64-e78f-4760-bb88-5ee020420760;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
IT,MA,2,52dcb3e1-37dc-4bb8-843c-67be400d7a0e;75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IT,NL,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;d0536760-ba45-4308-be32-74154c693cac
IT,PT,2,52dcb3e1-37dc-4bb8-843c-67be400d7a0e;75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
IT,RO,2,a04c3e78-59da-4f7e-aaae-4194282fe749;9fa600ce-5ecf-4b19-9464-00052ab2eecb
IT,SI,2,a04c3e78-59da-4f7e-aaae-4194282fe749;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
IT,SK,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;a04c3e78-59da-4f7e-aaae-4194282fe749
JO,SY,2,17f3a899-b347-46b8-ab07-3dc10281b914;bead3bc0-2445-4e15-9e36-66a5a33a4fc9
KG,MN,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
KG,PK,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
KG,TJ,2,0a4b0d89-b2ff-4c63-877a-d0aa7099fc8c;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
KG,TM,2,0a4b0d89-b2ff-4c63-877a-d0aa7099fc8c;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
KZ,MN,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
KZ,PK,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
KZ,TJ,2,0a4b0d89-b2ff-4c63-877a-d0aa7099fc8c;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
KZ,TM,2,0a4b0d89-b2ff-4c63-877a-d0aa7099fc8c;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
LU,SI,2,3d48128e-f684-44e4-a15b-75a5b32b6d6f;73f4141d-32ef-4dc3-9f98-0afd988a8b0d
MA,PT,2,52dcb3e1-37dc-4bb8-843c-67be400d7a0e;75bda6cf-c9fd-4259-a8b2-807ea6b29ea0
MK,TR,2,6a2aa33b-2c3f-4795-bbde-963159431fcf;624f5aa5-38f1-4892-8408-6882eb564a60
MN,PK,2,75bda6cf-c9fd-4259-a8b2-807ea6b29ea0;1fbd4b97-7cc2-4d79-ab43-aaebc308aaef
MR,QA,2,ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
NG,TG,2,6d633236-a5b8-49ab-9cc1-5441ecf4d1d3;3d48128e-f684-44e4-a15b-75a5b32b6d6f
NO,SE,2,1307b560-d016-4f7e-af69-1c8c67887c08;3ff44f7e-479a-4e5f-8631-4d8f72cb4bfa
OM,SY,2,17f3a899-b347-46b8-ab07-3dc10281b914;bead3bc0-2445-4e15-9e36-66a5a33a4fc9
PS,QA,2,ad9dc176-bf69-494a-af8f-2fab74fdaa1e;6d8dce5e-c21d-4662-910c-24c58ed6e39f
